Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
19/06/2026,12:45:00,Pôle FA - MIDEA,1,1,0,365,365,"100,00%"
19/06/2026,12:45:00,SFG SERVICES - PLANIFICATION,2,1,1,192,96,"50,00%"
19/06/2026,12:45:00,SYSTEME U,3,3,0,1267,422,"100,00%"
19/06/2026,13:00:00,MOBALPA,1,1,0,249,249,"100,00%"
19/06/2026,13:00:00,MRH BPCE,1,1,0,712,712,"100,00%"
19/06/2026,13:00:00,Pôle FA - MIDEA,2,2,0,420,210,"100,00%"
19/06/2026,13:00:00,Pôle FA - SALM AIRFORCE,2,2,0,418,209,"100,00%"
19/06/2026,13:00:00,SFG SERVICES - PLANIFICATION,3,3,0,674,225,"100,00%"
19/06/2026,13:00:00,SYSTEME U,1,1,0,283,283,"100,00%"
19/06/2026,13:15:00,MRH MACIF,1,1,0,441,441,"100,00%"
19/06/2026,13:15:00,Pôle Fa - ELICA,3,3,0,756,252,"100,00%"
19/06/2026,13:15:00,Pôle FA - SALM AIRFORCE,1,1,0,433,433,"100,00%"
19/06/2026,13:15:00,SYSTEME U,2,2,0,321,161,"100,00%"
19/06/2026,13:30:00,MOBALPA,1,1,0,131,131,"100,00%"
19/06/2026,13:30:00,Pôle Fa - ELICA,2,1,1,344,172,"50,00%"
19/06/2026,13:30:00,Pôle FA - MIDEA,3,2,1,513,171,"66,67%"
19/06/2026,13:30:00,SYSTEME U,1,1,0,217,217,"100,00%"
19/06/2026,13:45:00,ELECTRO DEPOT,1,1,0,68,68,"100,00%"
19/06/2026,13:45:00,MOBALPA,3,3,0,1449,483,"100,00%"
19/06/2026,13:45:00,Pôle Fa - ELICA,3,3,0,1462,487,"100,00%"
19/06/2026,13:45:00,SFG SERVICES - PLANIFICATION,3,3,0,545,182,"100,00%"
19/06/2026,13:45:00,SYSTEME U,2,2,0,712,356,"100,00%"
19/06/2026,14:00:00,ELECTRO DEPOT,1,1,0,987,987,"100,00%"
19/06/2026,14:00:00,MOBALPA,5,5,0,1981,396,"100,00%"
19/06/2026,14:00:00,Pôle Fa - ELICA,4,4,0,2105,526,"100,00%"
19/06/2026,14:00:00,Pôle FA - MIDEA,1,1,0,412,412,"100,00%"
19/06/2026,14:00:00,SYSTEME U,8,8,0,1727,216,"100,00%"
19/06/2026,14:15:00,ELECTRO DEPOT,1,1,0,836,836,"100,00%"
19/06/2026,14:15:00,MOBALPA,9,9,0,3554,395,"100,00%"
19/06/2026,14:15:00,Pôle Fa - ELICA,2,2,0,1156,578,"100,00%"
19/06/2026,14:15:00,Pôle FA - MIDEA,5,4,1,1501,300,"80,00%"
19/06/2026,14:15:00,Pôle FA - ROBLIN,1,1,0,208,208,"100,00%"
19/06/2026,14:15:00,SFG SERVICES - PLANIFICATION,1,1,0,307,307,"100,00%"
19/06/2026,14:30:00,MOBALPA,2,2,0,2435,1218,"100,00%"
19/06/2026,14:30:00,Pôle FA - MIDEA,2,2,0,2622,1311,"100,00%"
19/06/2026,14:30:00,Pôle FA - SALM AIRFORCE,2,2,0,1264,632,"100,00%"
19/06/2026,14:30:00,SFG SERVICES - PLANIFICATION,3,3,0,481,160,"100,00%"
19/06/2026,14:30:00,SYSTEME U,5,5,0,1481,296,"100,00%"
19/06/2026,14:45:00,ELECTRO DEPOT,1,1,0,176,176,"100,00%"
19/06/2026,14:45:00,MRH MACIF,1,1,0,88,88,"100,00%"
19/06/2026,14:45:00,Pôle Fa - ELICA,4,3,1,1797,449,"75,00%"
19/06/2026,14:45:00,Pôle FA - MIDEA,1,1,0,186,186,"100,00%"
19/06/2026,14:45:00,Pôle FA - SALM AIRFORCE,1,1,0,459,459,"100,00%"
19/06/2026,14:45:00,SYSTEME U,2,2,0,1912,956,"100,00%"
19/06/2026,15:00:00,MOBALPA,3,3,0,1375,458,"100,00%"
19/06/2026,15:00:00,MRH BPCE,1,1,0,351,351,"100,00%"
19/06/2026,15:00:00,MRH MACIF,1,1,0,465,465,"100,00%"
19/06/2026,15:00:00,Pôle FA - CHANGHONG,1,1,0,294,294,"100,00%"
19/06/2026,15:00:00,Pôle FA - MIDEA,1,1,0,630,630,"100,00%"
19/06/2026,15:00:00,Pôle FA - ROBLIN,1,1,0,560,560,"100,00%"
19/06/2026,15:00:00,Pôle FA - SALM AIRFORCE,2,2,0,1290,645,"100,00%"
19/06/2026,15:00:00,SYSTEME U,3,3,0,827,276,"100,00%"
19/06/2026,15:15:00,MOBALPA,1,1,0,1480,1480,"100,00%"
19/06/2026,15:15:00,Pôle Fa - ELICA,3,3,0,1322,441,"100,00%"
19/06/2026,15:15:00,Pôle FA - SALM AIRFORCE,2,2,0,452,226,"100,00%"
19/06/2026,15:15:00,SYSTEME U,6,5,1,2185,364,"83,33%"
19/06/2026,15:30:00,ELECTRO DEPOT,2,2,0,1535,768,"100,00%"
19/06/2026,15:30:00,Pôle Fa - ELICA,2,2,0,691,346,"100,00%"
19/06/2026,15:30:00,Pôle FA - MIDEA,1,1,0,1030,1030,"100,00%"
19/06/2026,15:30:00,Pôle FA - SALM AIRFORCE,3,3,0,944,315,"100,00%"
19/06/2026,15:30:00,SFG SERVICES - PLANIFICATION,1,1,0,103,103,"100,00%"
19/06/2026,15:30:00,SYSTEME U,4,4,0,1548,387,"100,00%"
19/06/2026,15:45:00,ELECTRO DEPOT,1,1,0,1783,1783,"100,00%"
19/06/2026,15:45:00,MOBALPA,3,3,0,1761,587,"100,00%"
19/06/2026,15:45:00,MRH MACIF,1,1,0,370,370,"100,00%"
19/06/2026,15:45:00,Pôle FA - MIDEA,5,4,1,1661,332,"80,00%"
19/06/2026,15:45:00,Pôle FA - SALM AIRFORCE,2,2,0,582,291,"100,00%"
19/06/2026,15:45:00,SFG SERVICES - PLANIFICATION,2,2,0,1017,509,"100,00%"
19/06/2026,15:45:00,SYSTEME U,2,2,0,719,360,"100,00%"
19/06/2026,16:00:00,ELECTRO DEPOT,2,1,1,493,247,"50,00%"
19/06/2026,16:00:00,MOBALPA,3,3,0,916,305,"100,00%"
19/06/2026,16:00:00,MRH MACIF,1,1,0,51,51,"100,00%"
19/06/2026,16:00:00,Pôle Fa - ELICA,1,1,0,453,453,"100,00%"
19/06/2026,16:00:00,Pôle FA - MIDEA,2,2,0,645,323,"100,00%"
19/06/2026,16:00:00,SYSTEME U,6,6,0,3998,666,"100,00%"
19/06/2026,16:15:00,MOBALPA,5,5,0,1070,214,"100,00%"
19/06/2026,16:15:00,MRH MACIF,1,1,0,279,279,"100,00%"
19/06/2026,16:15:00,Pôle FA - CHANGHONG,1,1,0,523,523,"100,00%"
19/06/2026,16:15:00,Pôle Fa - ELICA,2,2,0,502,251,"100,00%"
19/06/2026,16:15:00,Pôle FA - MIDEA,1,1,0,477,477,"100,00%"
19/06/2026,16:15:00,Pôle FA - SALM AIRFORCE,1,1,0,666,666,"100,00%"
19/06/2026,16:15:00,SFG SERVICES - PLANIFICATION,3,3,0,315,105,"100,00%"
19/06/2026,16:15:00,SYSTEME U,5,3,2,2077,415,"60,00%"
19/06/2026,16:30:00,ELECTRO DEPOT,1,1,0,437,437,"100,00%"
19/06/2026,16:30:00,MOBALPA,3,3,0,624,208,"100,00%"
19/06/2026,16:30:00,Pôle Fa - ELICA,2,2,0,1303,652,"100,00%"
19/06/2026,16:30:00,Pôle FA - MIDEA,6,5,1,2598,433,"83,33%"
19/06/2026,16:30:00,Pôle FA - ROBLIN,1,1,0,307,307,"100,00%"
19/06/2026,16:30:00,SFG SERVICES - PLANIFICATION,1,1,0,115,115,"100,00%"
19/06/2026,16:30:00,SYSTEME U,4,3,1,2176,544,"75,00%"
19/06/2026,16:45:00,MOBALPA,2,2,0,408,204,"100,00%"
19/06/2026,16:45:00,Pôle Fa - ELICA,3,3,0,1634,545,"100,00%"
19/06/2026,16:45:00,Pôle FA - MIDEA,2,0,2,124,62,"0,00%"
19/06/2026,16:45:00,Pôle FA - SALM AIRFORCE,1,1,0,418,418,"100,00%"
19/06/2026,16:45:00,SFG SERVICES - PLANIFICATION,1,1,0,82,82,"100,00%"
19/06/2026,16:45:00,SYSTEME U,6,5,1,2491,415,"83,33%"
19/06/2026,17:00:00,ELECTRO DEPOT,1,1,0,863,863,"100,00%"
19/06/2026,17:00:00,MRH BPCE,2,2,0,747,374,"100,00%"
19/06/2026,17:00:00,Pôle FA - CHANGHONG,2,2,0,700,350,"100,00%"
19/06/2026,17:00:00,Pôle Fa - ELICA,5,5,0,5223,1045,"100,00%"
19/06/2026,17:00:00,Pôle FA - MIDEA,2,2,0,1836,918,"100,00%"
19/06/2026,17:00:00,Pôle FA - ROBLIN,1,1,0,405,405,"100,00%"
19/06/2026,17:00:00,SYSTEME U,4,4,0,2725,681,"100,00%"
19/06/2026,17:15:00,MOBALPA,2,2,0,795,398,"100,00%"
19/06/2026,17:15:00,MRH BPCE,1,1,0,665,665,"100,00%"
19/06/2026,17:15:00,Pôle Fa - ELICA,1,1,0,588,588,"100,00%"
19/06/2026,17:15:00,Pôle FA - MIDEA,1,0,1,602,602,"0,00%"
19/06/2026,17:15:00,Pôle FA - SALM AIRFORCE,1,1,0,500,500,"100,00%"
19/06/2026,17:15:00,SYSTEME U,3,2,1,1417,472,"66,67%"
19/06/2026,17:30:00,MOBALPA,1,1,0,148,148,"100,00%"
19/06/2026,17:30:00,Pôle FA - MIDEA,3,3,0,781,260,"100,00%"
19/06/2026,17:30:00,SYSTEME U,2,2,0,1054,527,"100,00%"
19/06/2026,17:45:00,MOBALPA,2,2,0,598,299,"100,00%"
19/06/2026,17:45:00,Pôle FA - MIDEA,1,1,0,46,46,"100,00%"
19/06/2026,17:45:00,Pôle FA - SALM AIRFORCE,1,1,0,194,194,"100,00%"
19/06/2026,17:45:00,SYSTEME U,3,3,0,739,246,"100,00%"
19/06/2026,18:00:00,Pôle FA - MIDEA,1,1,0,325,325,"100,00%"
19/06/2026,18:15:00,Pôle FA - MIDEA,2,2,0,1140,570,"100,00%"
19/06/2026,18:30:00,Pôle Fa - ELICA,1,1,0,320,320,"100,00%"
19/06/2026,18:30:00,Pôle FA - MIDEA,3,3,0,1246,415,"100,00%"
Total pour 19/06/2026,,,488,466,22,202620,415,"95,49%"
