Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
22/06/2026,12:15:00,Pôle FA - MIDEA,5,5,0,1788,358,"100,00%"
22/06/2026,12:15:00,Pôle FA - SALM AIRFORCE,1,1,0,22,22,"100,00%"
22/06/2026,12:15:00,SYSTEME U,3,3,0,766,255,"100,00%"
22/06/2026,12:30:00,ELECTRO DEPOT,1,1,0,210,210,"100,00%"
22/06/2026,12:30:00,Pôle FA - MIDEA,7,7,0,2243,320,"100,00%"
22/06/2026,12:30:00,SFG SERVICES - PLANIFICATION,2,2,0,662,331,"100,00%"
22/06/2026,12:45:00,ELECTRO DEPOT,1,1,0,400,400,"100,00%"
22/06/2026,12:45:00,MOBALPA,1,1,0,314,314,"100,00%"
22/06/2026,12:45:00,Pôle Fa - ELICA,1,1,0,563,563,"100,00%"
22/06/2026,12:45:00,Pôle FA - MIDEA,3,3,0,1047,349,"100,00%"
22/06/2026,12:45:00,SFG SERVICES - PLANIFICATION,1,1,0,208,208,"100,00%"
22/06/2026,12:45:00,SYSTEME U,2,2,0,1097,549,"100,00%"
22/06/2026,13:00:00,ELECTRO DEPOT,1,1,0,358,358,"100,00%"
22/06/2026,13:00:00,MOBALPA,2,2,0,966,483,"100,00%"
22/06/2026,13:00:00,Pôle Fa - ELICA,1,1,0,848,848,"100,00%"
22/06/2026,13:00:00,Pôle FA - MIDEA,2,2,0,991,496,"100,00%"
22/06/2026,13:00:00,SFG SERVICES - PLANIFICATION,2,2,0,323,162,"100,00%"
22/06/2026,13:00:00,SYSTEME U,2,2,0,591,296,"100,00%"
22/06/2026,13:15:00,MOBALPA,3,3,0,953,318,"100,00%"
22/06/2026,13:15:00,Pôle FA - MIDEA,2,2,0,1638,819,"100,00%"
22/06/2026,13:15:00,SFG SERVICES - PLANIFICATION,1,1,0,101,101,"100,00%"
22/06/2026,13:15:00,SYSTEME U,6,6,0,1512,252,"100,00%"
22/06/2026,13:30:00,ELECTRO DEPOT,2,2,0,1658,829,"100,00%"
22/06/2026,13:30:00,MOBALPA,1,1,0,98,98,"100,00%"
22/06/2026,13:30:00,Pôle FA - MIDEA,5,5,0,2067,413,"100,00%"
22/06/2026,13:30:00,SYSTEME U,5,5,0,1491,298,"100,00%"
22/06/2026,13:45:00,Pôle Fa - ELICA,3,3,0,584,195,"100,00%"
22/06/2026,13:45:00,Pôle FA - MIDEA,3,3,0,1014,338,"100,00%"
22/06/2026,13:45:00,Pôle FA - SALM AIRFORCE,2,2,0,230,115,"100,00%"
22/06/2026,13:45:00,SYSTEME U,8,7,1,1639,205,"87,50%"
22/06/2026,14:00:00,,1,1,0,542,542,"100,00%"
22/06/2026,14:00:00,ELECTRO DEPOT,1,1,0,111,111,"100,00%"
22/06/2026,14:00:00,MOBALPA,2,2,0,1177,589,"100,00%"
22/06/2026,14:00:00,MRH MACIF,3,3,0,167,56,"100,00%"
22/06/2026,14:00:00,Pôle FA - CHANGHONG,1,1,0,612,612,"100,00%"
22/06/2026,14:00:00,Pôle Fa - ELICA,1,0,1,610,610,"0,00%"
22/06/2026,14:00:00,Pôle FA - MIDEA,9,6,3,6149,683,"66,67%"
22/06/2026,14:00:00,Pôle FA - ROBLIN,1,0,1,611,611,"0,00%"
22/06/2026,14:00:00,Pôle FA - SALM AIRFORCE,2,2,0,1624,812,"100,00%"
22/06/2026,14:00:00,SFG SERVICES - PLANIFICATION,1,1,0,97,97,"100,00%"
22/06/2026,14:00:00,SYSTEME U,4,3,1,1157,289,"75,00%"
22/06/2026,14:15:00,ELECTRO DEPOT,1,1,0,105,105,"100,00%"
22/06/2026,14:15:00,MOBALPA,3,3,0,1022,341,"100,00%"
22/06/2026,14:15:00,MRH BPCE,1,1,0,586,586,"100,00%"
22/06/2026,14:15:00,MRH MACIF,1,1,0,54,54,"100,00%"
22/06/2026,14:15:00,Pôle FA - MIDEA,6,4,2,2743,457,"66,67%"
22/06/2026,14:15:00,Pôle FA - ROBLIN,1,1,0,216,216,"100,00%"
22/06/2026,14:15:00,Pôle FA - SALM AIRFORCE,1,1,0,1064,1064,"100,00%"
22/06/2026,14:15:00,SFG SERVICES - PLANIFICATION,4,4,0,632,158,"100,00%"
22/06/2026,14:15:00,SYSTEME U,4,4,0,1316,329,"100,00%"
22/06/2026,14:30:00,MOBALPA,6,6,0,2697,450,"100,00%"
22/06/2026,14:30:00,MRH MACIF,1,1,0,64,64,"100,00%"
22/06/2026,14:30:00,Pôle Fa - ELICA,1,1,0,183,183,"100,00%"
22/06/2026,14:30:00,Pôle FA - MIDEA,1,1,0,170,170,"100,00%"
22/06/2026,14:30:00,Pôle FA - ROBLIN,1,1,0,580,580,"100,00%"
22/06/2026,14:30:00,Pôle FA - SALM AIRFORCE,1,1,0,371,371,"100,00%"
22/06/2026,14:30:00,SFG SERVICES - PLANIFICATION,3,3,0,680,227,"100,00%"
22/06/2026,14:30:00,SYSTEME U,4,4,0,2369,592,"100,00%"
22/06/2026,14:45:00,MOBALPA,3,3,0,690,230,"100,00%"
22/06/2026,14:45:00,Pôle FA - MIDEA,4,4,0,1440,360,"100,00%"
22/06/2026,14:45:00,Pôle FA - SALM AIRFORCE,1,1,0,418,418,"100,00%"
22/06/2026,14:45:00,SFG SERVICES - PLANIFICATION,1,1,0,155,155,"100,00%"
22/06/2026,14:45:00,SYSTEME U,4,4,0,1129,282,"100,00%"
22/06/2026,15:00:00,ELECTRO DEPOT,1,1,0,681,681,"100,00%"
22/06/2026,15:00:00,MOBALPA,5,5,0,1171,234,"100,00%"
22/06/2026,15:00:00,MRH MACIF,1,1,0,98,98,"100,00%"
22/06/2026,15:00:00,Pôle Fa - ELICA,3,3,0,2022,674,"100,00%"
22/06/2026,15:00:00,Pôle FA - MIDEA,5,5,0,3535,707,"100,00%"
22/06/2026,15:00:00,Pôle FA - ROBLIN,1,1,0,641,641,"100,00%"
22/06/2026,15:00:00,SYSTEME U,3,3,0,1531,510,"100,00%"
22/06/2026,15:15:00,ELECTRO DEPOT,1,1,0,70,70,"100,00%"
22/06/2026,15:15:00,MOBALPA,7,7,0,2543,363,"100,00%"
22/06/2026,15:15:00,MRH MACIF,1,1,0,567,567,"100,00%"
22/06/2026,15:15:00,Pôle Fa - ELICA,1,1,0,654,654,"100,00%"
22/06/2026,15:15:00,Pôle FA - MIDEA,2,2,0,463,232,"100,00%"
22/06/2026,15:15:00,Pôle FA - ROBLIN,1,1,0,418,418,"100,00%"
22/06/2026,15:15:00,Pôle FA - SALM AIRFORCE,1,1,0,127,127,"100,00%"
22/06/2026,15:15:00,SYSTEME U,4,4,0,1663,416,"100,00%"
22/06/2026,15:30:00,,5,5,0,170,34,"100,00%"
22/06/2026,15:30:00,ELECTRO DEPOT,2,2,0,178,89,"100,00%"
22/06/2026,15:30:00,MOBALPA,5,5,0,1902,380,"100,00%"
22/06/2026,15:30:00,MRH MACIF,2,2,0,1208,604,"100,00%"
22/06/2026,15:30:00,Pôle Fa - ELICA,2,2,0,1551,776,"100,00%"
22/06/2026,15:30:00,Pôle FA - MIDEA,2,2,0,1282,641,"100,00%"
22/06/2026,15:30:00,Pôle FA - ROBLIN,1,1,0,333,333,"100,00%"
22/06/2026,15:30:00,SFG SERVICES - PLANIFICATION,2,2,0,345,173,"100,00%"
22/06/2026,15:30:00,SYSTEME U,6,4,2,1993,332,"66,67%"
22/06/2026,15:45:00,MOBALPA,6,6,0,2242,374,"100,00%"
22/06/2026,15:45:00,MRH BPCE,2,2,0,1278,639,"100,00%"
22/06/2026,15:45:00,MRH MACIF,1,1,0,91,91,"100,00%"
22/06/2026,15:45:00,Pôle Fa - ELICA,3,2,1,730,243,"66,67%"
22/06/2026,15:45:00,Pôle FA - MIDEA,6,6,0,3000,500,"100,00%"
22/06/2026,15:45:00,SFG SERVICES - PLANIFICATION,6,5,1,1397,233,"83,33%"
22/06/2026,15:45:00,SYSTEME U,5,4,1,1585,317,"80,00%"
22/06/2026,16:00:00,,1,1,0,197,197,"100,00%"
22/06/2026,16:00:00,ELECTRO DEPOT,1,1,0,1000,1000,"100,00%"
22/06/2026,16:00:00,MOBALPA,7,6,1,3485,498,"85,71%"
22/06/2026,16:00:00,Pôle Fa - ELICA,6,5,1,4387,731,"83,33%"
22/06/2026,16:00:00,Pôle FA - MIDEA,3,3,0,2550,850,"100,00%"
22/06/2026,16:00:00,Pôle FA - ROBLIN,2,2,0,1418,709,"100,00%"
22/06/2026,16:00:00,SFG SERVICES - PLANIFICATION,1,1,0,228,228,"100,00%"
22/06/2026,16:00:00,SYSTEME U,7,7,0,2380,340,"100,00%"
22/06/2026,16:15:00,ELECTRO DEPOT,4,3,1,720,180,"75,00%"
22/06/2026,16:15:00,MOBALPA,6,5,1,3697,616,"83,33%"
22/06/2026,16:15:00,MRH BPCE,1,1,0,147,147,"100,00%"
22/06/2026,16:15:00,MRH MACIF,2,2,0,571,286,"100,00%"
22/06/2026,16:15:00,Pôle FA - MIDEA,1,1,0,436,436,"100,00%"
22/06/2026,16:15:00,Pôle FA - ROBLIN,1,1,0,1032,1032,"100,00%"
22/06/2026,16:15:00,SFG SERVICES - PLANIFICATION,1,1,0,266,266,"100,00%"
22/06/2026,16:15:00,SYSTEME U,5,5,0,1395,279,"100,00%"
22/06/2026,16:30:00,ELECTRO DEPOT,2,2,0,639,320,"100,00%"
22/06/2026,16:30:00,MOBALPA,3,3,0,1633,544,"100,00%"
22/06/2026,16:30:00,MRH MACIF,1,1,0,153,153,"100,00%"
22/06/2026,16:30:00,Pôle Fa - ELICA,1,1,0,143,143,"100,00%"
22/06/2026,16:30:00,Pôle FA - MIDEA,2,2,0,1278,639,"100,00%"
22/06/2026,16:30:00,Pôle FA - ROBLIN,2,1,1,820,410,"50,00%"
22/06/2026,16:30:00,SFG SERVICES - PLANIFICATION,2,2,0,262,131,"100,00%"
22/06/2026,16:30:00,SYSTEME U,5,5,0,1177,235,"100,00%"
22/06/2026,16:45:00,,1,1,0,11,11,"100,00%"
22/06/2026,16:45:00,ELECTRO DEPOT,1,1,0,116,116,"100,00%"
22/06/2026,16:45:00,MOBALPA,2,2,0,1139,570,"100,00%"
22/06/2026,16:45:00,MRH BPCE,1,1,0,732,732,"100,00%"
22/06/2026,16:45:00,MRH MACIF,4,4,0,838,210,"100,00%"
22/06/2026,16:45:00,Pôle FA - MIDEA,4,3,1,1278,320,"75,00%"
22/06/2026,16:45:00,Pôle FA - ROBLIN,1,1,0,828,828,"100,00%"
22/06/2026,16:45:00,SFG SERVICES - PLANIFICATION,3,3,0,389,130,"100,00%"
22/06/2026,16:45:00,SYSTEME U,7,7,0,1033,148,"100,00%"
22/06/2026,17:00:00,ELECTRO DEPOT,2,2,0,330,165,"100,00%"
22/06/2026,17:00:00,MOBALPA,2,2,0,626,313,"100,00%"
22/06/2026,17:00:00,MRH BPCE,2,2,0,553,277,"100,00%"
22/06/2026,17:00:00,MRH MACIF,2,2,0,1596,798,"100,00%"
22/06/2026,17:00:00,Pôle Fa - ELICA,2,2,0,1415,708,"100,00%"
22/06/2026,17:00:00,Pôle FA - MIDEA,4,4,0,786,197,"100,00%"
22/06/2026,17:00:00,Pôle FA - ROBLIN,2,2,0,931,466,"100,00%"
22/06/2026,17:00:00,SYSTEME U,2,2,0,462,231,"100,00%"
22/06/2026,17:15:00,ELECTRO DEPOT,1,1,0,581,581,"100,00%"
22/06/2026,17:15:00,MRH MACIF,1,1,0,971,971,"100,00%"
22/06/2026,17:15:00,Pôle Fa - ELICA,1,1,0,822,822,"100,00%"
22/06/2026,17:15:00,Pôle FA - MIDEA,2,2,0,1293,647,"100,00%"
22/06/2026,17:15:00,SFG SERVICES - PLANIFICATION,1,1,0,210,210,"100,00%"
22/06/2026,17:15:00,SYSTEME U,10,9,1,3263,326,"90,00%"
22/06/2026,17:30:00,ELECTRO DEPOT,1,1,0,484,484,"100,00%"
22/06/2026,17:30:00,MOBALPA,7,7,0,2950,421,"100,00%"
22/06/2026,17:30:00,Pôle Fa - ELICA,1,1,0,761,761,"100,00%"
22/06/2026,17:30:00,Pôle FA - MIDEA,3,2,1,2305,768,"66,67%"
22/06/2026,17:30:00,SFG SERVICES - PLANIFICATION,1,1,0,274,274,"100,00%"
22/06/2026,17:30:00,SYSTEME U,7,6,1,3164,452,"85,71%"
22/06/2026,17:45:00,ELECTRO DEPOT,1,1,0,679,679,"100,00%"
22/06/2026,17:45:00,MOBALPA,1,1,0,75,75,"100,00%"
22/06/2026,17:45:00,MRH MACIF,1,1,0,757,757,"100,00%"
22/06/2026,17:45:00,Pôle Fa - ELICA,1,1,0,54,54,"100,00%"
22/06/2026,17:45:00,Pôle FA - MIDEA,5,5,0,1696,339,"100,00%"
22/06/2026,17:45:00,Pôle FA - SALM AIRFORCE,1,1,0,496,496,"100,00%"
22/06/2026,17:45:00,SFG SERVICES - PLANIFICATION,1,1,0,179,179,"100,00%"
22/06/2026,17:45:00,SYSTEME U,4,3,1,917,229,"75,00%"
22/06/2026,18:00:00,MOBALPA,1,0,1,204,204,"0,00%"
22/06/2026,18:00:00,Pôle FA - MIDEA,2,2,0,720,360,"100,00%"
22/06/2026,18:15:00,Pôle Fa - ELICA,1,0,1,274,274,"0,00%"
22/06/2026,18:15:00,Pôle FA - MIDEA,4,4,0,1251,313,"100,00%"
22/06/2026,18:30:00,Pôle Fa - ELICA,1,1,0,841,841,"100,00%"
22/06/2026,18:30:00,Pôle FA - MIDEA,6,4,2,3392,565,"66,67%"
22/06/2026,18:45:00,Pôle FA - MIDEA,3,2,1,2807,936,"66,67%"
Total pour 22/06/2026,,,693,656,37,270224,390,"94,66%"
