Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
07/05/2026,09:00:00,MOBALPA,4,4,0,454,114,"100,00%"
07/05/2026,09:15:00,MOBALPA,4,4,0,1527,382,"100,00%"
07/05/2026,09:30:00,MOBALPA,6,6,0,2019,337,"100,00%"
07/05/2026,09:45:00,MOBALPA,3,3,0,336,112,"100,00%"
07/05/2026,10:00:00,MOBALPA,2,2,0,882,441,"100,00%"
07/05/2026,10:00:00,Pôle Fa - ELICA,4,4,0,2585,646,"100,00%"
07/05/2026,10:00:00,Pôle FA - MIDEA,5,4,1,3301,660,"80,00%"
07/05/2026,10:00:00,Pôle FA - SALM AIRFORCE,1,0,1,489,489,"0,00%"
07/05/2026,10:15:00,MOBALPA,4,4,0,1462,366,"100,00%"
07/05/2026,10:15:00,Pôle Fa - ELICA,3,3,0,2120,707,"100,00%"
07/05/2026,10:15:00,Pôle FA - MIDEA,3,2,1,936,312,"66,67%"
07/05/2026,10:15:00,Pôle FA - ROBLIN,2,1,1,546,273,"50,00%"
07/05/2026,10:15:00,Pôle FA - SALM AIRFORCE,2,1,1,231,116,"50,00%"
07/05/2026,10:30:00,MOBALPA,5,5,0,1280,256,"100,00%"
07/05/2026,10:30:00,Pôle FA - CHANGHONG,1,1,0,383,383,"100,00%"
07/05/2026,10:30:00,Pôle Fa - ELICA,2,2,0,771,386,"100,00%"
07/05/2026,10:45:00,MOBALPA,6,6,0,2493,416,"100,00%"
07/05/2026,10:45:00,Pôle Fa - ELICA,2,2,0,1291,646,"100,00%"
07/05/2026,10:45:00,Pôle FA - MIDEA,1,1,0,94,94,"100,00%"
07/05/2026,10:45:00,Pôle FA - ROBLIN,1,1,0,517,517,"100,00%"
07/05/2026,11:00:00,MOBALPA,9,9,0,3827,425,"100,00%"
07/05/2026,11:00:00,Pôle Fa - ELICA,2,2,0,198,99,"100,00%"
07/05/2026,11:00:00,Pôle FA - MIDEA,1,1,0,1045,1045,"100,00%"
07/05/2026,11:15:00,MOBALPA,2,2,0,345,173,"100,00%"
07/05/2026,11:15:00,Pôle Fa - ELICA,2,2,0,496,248,"100,00%"
07/05/2026,11:15:00,Pôle FA - MIDEA,2,2,0,428,214,"100,00%"
07/05/2026,11:15:00,Pôle FA - SALM AIRFORCE,1,1,0,319,319,"100,00%"
07/05/2026,11:30:00,MOBALPA,4,4,0,2495,624,"100,00%"
07/05/2026,11:30:00,Pôle Fa - ELICA,1,1,0,519,519,"100,00%"
07/05/2026,11:30:00,Pôle FA - MIDEA,2,2,0,679,340,"100,00%"
07/05/2026,11:45:00,MOBALPA,5,5,0,888,178,"100,00%"
07/05/2026,11:45:00,Pôle Fa - ELICA,2,2,0,1042,521,"100,00%"
07/05/2026,11:45:00,Pôle FA - MIDEA,3,3,0,1294,431,"100,00%"
07/05/2026,12:00:00,MOBALPA,1,1,0,387,387,"100,00%"
07/05/2026,12:00:00,Pôle Fa - ELICA,3,3,0,1179,393,"100,00%"
07/05/2026,12:15:00,MOBALPA,1,1,0,237,237,"100,00%"
07/05/2026,12:15:00,Pôle FA - MIDEA,3,3,0,566,189,"100,00%"
07/05/2026,12:30:00,MOBALPA,2,2,0,684,342,"100,00%"
07/05/2026,12:30:00,Pôle Fa - ELICA,1,1,0,439,439,"100,00%"
07/05/2026,12:45:00,MOBALPA,1,1,0,360,360,"100,00%"
07/05/2026,12:45:00,Pôle FA - MIDEA,1,1,0,126,126,"100,00%"
07/05/2026,13:00:00,MOBALPA,1,0,1,70,70,"0,00%"
07/05/2026,13:00:00,Pôle FA - MIDEA,1,1,0,91,91,"100,00%"
07/05/2026,13:15:00,MOBALPA,2,2,0,1321,661,"100,00%"
07/05/2026,13:30:00,MOBALPA,1,1,0,287,287,"100,00%"
07/05/2026,13:30:00,Pôle Fa - ELICA,2,2,0,498,249,"100,00%"
07/05/2026,13:30:00,Pôle FA - MIDEA,1,1,0,285,285,"100,00%"
07/05/2026,13:45:00,MOBALPA,1,1,0,363,363,"100,00%"
07/05/2026,13:45:00,Pôle Fa - ELICA,1,1,0,169,169,"100,00%"
07/05/2026,14:00:00,MOBALPA,3,3,0,650,217,"100,00%"
07/05/2026,14:00:00,Pôle Fa - ELICA,2,2,0,714,357,"100,00%"
07/05/2026,14:00:00,Pôle FA - MIDEA,1,1,0,130,130,"100,00%"
07/05/2026,14:15:00,MOBALPA,7,7,0,2417,345,"100,00%"
07/05/2026,14:15:00,Pôle Fa - ELICA,1,1,0,67,67,"100,00%"
07/05/2026,14:15:00,Pôle FA - MIDEA,3,3,0,267,89,"100,00%"
07/05/2026,14:30:00,MOBALPA,3,3,0,1682,561,"100,00%"
07/05/2026,14:30:00,Pôle Fa - ELICA,2,2,0,1376,688,"100,00%"
07/05/2026,14:30:00,Pôle FA - MIDEA,5,5,0,1611,322,"100,00%"
07/05/2026,14:30:00,Pôle FA - ROBLIN,2,2,0,1111,556,"100,00%"
07/05/2026,14:30:00,Pôle FA - SALM AIRFORCE,1,1,0,443,443,"100,00%"
07/05/2026,14:30:00,Pôle FA - SILVERLINE,1,0,1,152,152,"0,00%"
07/05/2026,14:45:00,MOBALPA,1,1,0,237,237,"100,00%"
07/05/2026,14:45:00,Pôle Fa - ELICA,1,1,0,476,476,"100,00%"
07/05/2026,14:45:00,Pôle FA - MIDEA,2,2,0,1026,513,"100,00%"
07/05/2026,14:45:00,Pôle FA - SALM AIRFORCE,2,2,0,388,194,"100,00%"
07/05/2026,15:00:00,,1,1,0,779,779,"100,00%"
07/05/2026,15:00:00,MOBALPA,4,4,0,1296,324,"100,00%"
07/05/2026,15:00:00,Pôle Fa - ELICA,3,3,0,2463,821,"100,00%"
07/05/2026,15:00:00,Pôle FA - MIDEA,3,3,0,920,307,"100,00%"
07/05/2026,15:00:00,Pôle FA - ROBLIN,2,2,0,186,93,"100,00%"
07/05/2026,15:15:00,MOBALPA,1,1,0,495,495,"100,00%"
07/05/2026,15:15:00,Pôle Fa - ELICA,1,1,0,446,446,"100,00%"
07/05/2026,15:15:00,Pôle FA - MIDEA,1,1,0,76,76,"100,00%"
07/05/2026,15:15:00,Pôle FA - ROBLIN,1,0,1,26,26,"0,00%"
07/05/2026,15:15:00,Pôle FA - SALM AIRFORCE,1,1,0,482,482,"100,00%"
07/05/2026,15:30:00,,1,1,0,127,127,"100,00%"
07/05/2026,15:30:00,MOBALPA,1,1,0,507,507,"100,00%"
07/05/2026,15:30:00,Pôle Fa - ELICA,1,1,0,1082,1082,"100,00%"
07/05/2026,15:30:00,Pôle FA - MIDEA,3,3,0,1232,411,"100,00%"
07/05/2026,15:30:00,Pôle FA - ROBLIN,1,1,0,142,142,"100,00%"
07/05/2026,15:30:00,Pôle FA - SALM AIRFORCE,2,2,0,1414,707,"100,00%"
07/05/2026,15:45:00,MOBALPA,5,5,0,1024,205,"100,00%"
07/05/2026,15:45:00,Pôle Fa - ELICA,2,2,0,906,453,"100,00%"
07/05/2026,15:45:00,Pôle FA - MIDEA,3,3,0,1449,483,"100,00%"
07/05/2026,16:00:00,MOBALPA,6,6,0,2600,433,"100,00%"
07/05/2026,16:00:00,Pôle Fa - ELICA,2,2,0,855,428,"100,00%"
07/05/2026,16:00:00,Pôle FA - MIDEA,1,1,0,493,493,"100,00%"
07/05/2026,16:15:00,MOBALPA,2,2,0,628,314,"100,00%"
07/05/2026,16:15:00,Pôle FA - CHANGHONG,1,1,0,367,367,"100,00%"
07/05/2026,16:15:00,Pôle Fa - ELICA,2,2,0,666,333,"100,00%"
07/05/2026,16:15:00,Pôle FA - MIDEA,1,1,0,405,405,"100,00%"
07/05/2026,16:30:00,MOBALPA,3,3,0,1073,358,"100,00%"
07/05/2026,16:30:00,Pôle FA - MIDEA,1,1,0,295,295,"100,00%"
07/05/2026,16:30:00,Pôle FA - ROBLIN,1,1,0,372,372,"100,00%"
07/05/2026,16:45:00,Pôle FA - MIDEA,4,4,0,2725,681,"100,00%"
07/05/2026,17:00:00,MOBALPA,2,2,0,688,344,"100,00%"
07/05/2026,17:00:00,Pôle Fa - ELICA,1,1,0,236,236,"100,00%"
07/05/2026,17:00:00,Pôle FA - ROBLIN,1,1,0,144,144,"100,00%"
07/05/2026,17:00:00,Pôle FA - SALM AIRFORCE,1,1,0,377,377,"100,00%"
07/05/2026,17:15:00,Pôle FA - ROBLIN,1,1,0,786,786,"100,00%"
07/05/2026,17:15:00,Pôle FA - SALM AIRFORCE,3,3,0,2093,698,"100,00%"
07/05/2026,17:30:00,MOBALPA,3,3,0,739,246,"100,00%"
07/05/2026,17:30:00,Pôle FA - MIDEA,3,2,1,1300,433,"66,67%"
07/05/2026,17:30:00,Pôle FA - ROBLIN,1,1,0,682,682,"100,00%"
07/05/2026,17:45:00,MOBALPA,5,5,0,2564,513,"100,00%"
07/05/2026,17:45:00,Pôle Fa - ELICA,2,2,0,671,336,"100,00%"
07/05/2026,17:45:00,Pôle FA - MIDEA,1,1,0,405,405,"100,00%"
07/05/2026,18:00:00,MOBALPA,4,3,1,1927,482,"75,00%"
07/05/2026,18:00:00,Pôle Fa - ELICA,1,1,0,477,477,"100,00%"
07/05/2026,18:00:00,Pôle FA - MIDEA,2,2,0,738,369,"100,00%"
07/05/2026,18:15:00,MOBALPA,1,1,0,676,676,"100,00%"
07/05/2026,18:15:00,Pôle FA - MIDEA,5,5,0,2914,583,"100,00%"
07/05/2026,18:15:00,Pôle FA - SALM AIRFORCE,1,1,0,659,659,"100,00%"
07/05/2026,18:30:00,MOBALPA,2,2,0,737,369,"100,00%"
07/05/2026,18:30:00,Pôle Fa - ELICA,1,1,0,377,377,"100,00%"
07/05/2026,18:30:00,Pôle FA - MIDEA,1,1,0,618,618,"100,00%"
07/05/2026,18:45:00,MOBALPA,1,1,0,759,759,"100,00%"
Total pour 07/05/2026,,,261,251,10,103199,395,"96,17%"
