Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
10/04/2026,11:30:00,Pôle FA - MIDEA,1,1,0,146,146.00,"100.00%"
10/04/2026,11:45:00,MOBALPA,4,4,0,1138,284.50,"100.00%"
10/04/2026,10:15:00,MOBALPA,1,1,0,1574,1574.00,"100.00%"
10/04/2026,11:30:00,Pôle FA - SALM AIRFORCE,1,1,0,481,481.00,"100.00%"
10/04/2026,11:45:00,Pôle Fa - ELICA,1,1,0,411,411.00,"100.00%"
10/04/2026,10:15:00,Pôle FA - MIDEA,2,2,0,767,383.50,"100.00%"
10/04/2026,10:30:00,Pôle FA - ROBLIN,1,1,0,453,453.00,"100.00%"
10/04/2026,12:00:00,Pôle Fa - ELICA,3,3,0,2000,666.67,"100.00%"
10/04/2026,10:45:00,MOBALPA,2,2,0,952,476.00,"100.00%"
10/04/2026,11:45:00,Pôle FA - MIDEA,1,1,0,458,458.00,"100.00%"
10/04/2026,12:45:00,MOBALPA,7,7,0,3215,459.29,"100.00%"
10/04/2026,12:15:00,Pôle FA - ROBLIN,1,1,0,115,115.00,"100.00%"
10/04/2026,12:30:00,MOBALPA,8,8,0,3543,442.88,"100.00%"
10/04/2026,12:30:00,Pôle FA - CHANGHONG,1,1,0,200,200.00,"100.00%"
10/04/2026,12:45:00,Pôle Fa - ELICA,2,2,0,1049,524.50,"100.00%"
10/04/2026,13:30:00,Pôle Fa - ELICA,1,1,0,387,387.00,"100.00%"
10/04/2026,12:30:00,Pôle FA - MIDEA,1,1,0,173,173.00,"100.00%"
10/04/2026,12:45:00,Pôle FA - MIDEA,2,2,0,1615,807.50,"100.00%"
10/04/2026,13:45:00,MOBALPA,9,9,0,4320,480.00,"100.00%"
10/04/2026,12:15:00,Pôle FA - MIDEA,1,1,0,202,202.00,"100.00%"
10/04/2026,13:15:00,Pôle Fa - ELICA,5,5,0,1444,288.80,"100.00%"
10/04/2026,13:45:00,Pôle FA - ROBLIN,1,1,0,68,68.00,"100.00%"
10/04/2026,14:00:00,Pôle FA - MIDEA,1,1,0,19,19.00,"100.00%"
10/04/2026,13:00:00,Pôle Fa - ELICA,3,3,0,1213,404.33,"100.00%"
10/04/2026,13:15:00,MOBALPA,7,7,0,2720,388.57,"100.00%"
10/04/2026,13:15:00,Pôle FA - MIDEA,3,2,1,859,286.33,"66.67%"
10/04/2026,14:00:00,MOBALPA,4,4,0,1874,468.50,"100.00%"
10/04/2026,13:00:00,Pôle FA - SALM AIRFORCE,1,1,0,1109,1109.00,"100.00%"
10/04/2026,13:30:00,MOBALPA,4,4,0,1582,395.50,"100.00%"
10/04/2026,14:15:00,MOBALPA,5,5,0,2357,471.40,"100.00%"
10/04/2026,12:30:00,Pôle FA - SALM AIRFORCE,1,1,0,654,654.00,"100.00%"
10/04/2026,13:00:00,MOBALPA,4,4,0,1640,410.00,"100.00%"
10/04/2026,13:00:00,Pôle FA - MIDEA,1,1,0,902,902.00,"100.00%"
10/04/2026,14:15:00,Pôle FA - MIDEA,1,1,0,539,539.00,"100.00%"
10/04/2026,14:30:00,MOBALPA,4,4,0,2738,684.50,"100.00%"
10/04/2026,13:30:00,Pôle FA - MIDEA,1,1,0,126,126.00,"100.00%"
10/04/2026,13:30:00,Pôle FA - SALM AIRFORCE,1,1,0,346,346.00,"100.00%"
10/04/2026,14:15:00,Pôle Fa - ELICA,2,2,0,498,249.00,"100.00%"
10/04/2026,15:00:00,MOBALPA,5,5,0,2194,438.80,"100.00%"
10/04/2026,14:45:00,MOBALPA,5,5,0,2576,515.20,"100.00%"
10/04/2026,15:00:00,Pôle FA - MIDEA,1,1,0,622,622.00,"100.00%"
10/04/2026,15:15:00,unknown,1,1,0,370,370.00,"100.00%"
10/04/2026,15:15:00,Pôle FA - SALM AIRFORCE,2,2,0,1194,597.00,"100.00%"
10/04/2026,15:45:00,Pôle Fa - ELICA,1,1,0,610,610.00,"100.00%"
10/04/2026,13:45:00,Pôle FA - MIDEA,1,1,0,217,217.00,"100.00%"
10/04/2026,14:30:00,Pôle FA - MIDEA,2,2,0,1729,864.50,"100.00%"
10/04/2026,15:15:00,Pôle Fa - ELICA,1,1,0,304,304.00,"100.00%"
10/04/2026,15:15:00,MOBALPA,4,4,0,2553,638.25,"100.00%"
10/04/2026,15:45:00,Pôle FA - SALM AIRFORCE,2,2,0,872,436.00,"100.00%"
10/04/2026,16:00:00,Pôle Fa - ELICA,3,3,0,1452,484.00,"100.00%"
10/04/2026,14:45:00,Pôle FA - MIDEA,1,1,0,730,730.00,"100.00%"
10/04/2026,16:00:00,MOBALPA,3,3,0,1152,384.00,"100.00%"
10/04/2026,16:30:00,Pôle FA - MIDEA,2,2,0,702,351.00,"100.00%"
10/04/2026,14:45:00,Pôle Fa - ELICA,1,0,1,611,611.00,"0.00%"
10/04/2026,16:00:00,Pôle FA - MIDEA,1,1,0,808,808.00,"100.00%"
10/04/2026,15:15:00,Pôle FA - MIDEA,3,3,0,1615,538.33,"100.00%"
10/04/2026,14:45:00,Pôle FA - ROBLIN,1,0,1,130,130.00,"0.00%"
10/04/2026,16:30:00,Pôle Fa - ELICA,3,3,0,2174,724.67,"100.00%"
10/04/2026,15:00:00,Pôle Fa - ELICA,1,1,0,269,269.00,"100.00%"
10/04/2026,15:00:00,Pôle FA - SALM AIRFORCE,1,1,0,610,610.00,"100.00%"
10/04/2026,15:45:00,MOBALPA,1,1,0,642,642.00,"100.00%"
10/04/2026,16:15:00,Pôle Fa - ELICA,1,1,0,285,285.00,"100.00%"
10/04/2026,16:30:00,MOBALPA,1,1,0,116,116.00,"100.00%"
10/04/2026,15:30:00,MOBALPA,1,1,0,214,214.00,"100.00%"
Total pour 10/04/2026,,,254,249,5,112119,441.41,"98,03%"
