Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
10/06/2026,09:00:00,,1,1,0,368,368,"100,00%"
10/06/2026,09:00:00,Pôle Fa - ELICA,2,2,0,285,143,"100,00%"
10/06/2026,09:00:00,Pôle FA - MIDEA,2,2,0,75,38,"100,00%"
10/06/2026,09:00:00,Pôle FA - ROBLIN,1,1,0,137,137,"100,00%"
10/06/2026,09:15:00,Pôle Fa - ELICA,5,5,0,252,50,"100,00%"
10/06/2026,09:15:00,Pôle FA - MIDEA,5,5,0,357,71,"100,00%"
10/06/2026,09:30:00,Pôle Fa - ELICA,3,3,0,218,73,"100,00%"
10/06/2026,09:30:00,Pôle FA - MIDEA,3,3,0,267,89,"100,00%"
10/06/2026,09:30:00,SFG SERVICES - PLANIFICATION,2,2,0,257,129,"100,00%"
10/06/2026,09:45:00,,1,1,0,179,179,"100,00%"
10/06/2026,09:45:00,ELECTRO DEPOT,1,1,0,66,66,"100,00%"
10/06/2026,09:45:00,Pôle FA - MIDEA,2,2,0,124,62,"100,00%"
10/06/2026,09:45:00,SFG SERVICES - PLANIFICATION,2,2,0,171,86,"100,00%"
10/06/2026,10:00:00,Pôle Fa - ELICA,3,3,0,246,82,"100,00%"
10/06/2026,10:15:00,SFG SERVICES - PLANIFICATION,1,1,0,73,73,"100,00%"
10/06/2026,10:45:00,Pôle Fa - ELICA,1,1,0,18,18,"100,00%"
10/06/2026,10:45:00,SFG SERVICES - PLANIFICATION,1,1,0,190,190,"100,00%"
10/06/2026,11:00:00,SFG SERVICES - PLANIFICATION,3,3,0,182,61,"100,00%"
10/06/2026,11:15:00,,1,1,0,352,352,"100,00%"
10/06/2026,11:15:00,Pôle Fa - ELICA,1,1,0,164,164,"100,00%"
10/06/2026,11:15:00,SFG SERVICES - PLANIFICATION,1,1,0,80,80,"100,00%"
10/06/2026,11:30:00,,1,1,0,80,80,"100,00%"
10/06/2026,11:30:00,Pôle FA - SALM AIRFORCE,1,1,0,451,451,"100,00%"
10/06/2026,11:30:00,SFG SERVICES - PLANIFICATION,1,1,0,64,64,"100,00%"
10/06/2026,11:45:00,,3,3,0,881,294,"100,00%"
10/06/2026,11:45:00,Pôle Fa - ELICA,1,1,0,16,16,"100,00%"
10/06/2026,11:45:00,SFG SERVICES - PLANIFICATION,1,1,0,41,41,"100,00%"
10/06/2026,12:00:00,,1,1,0,585,585,"100,00%"
10/06/2026,12:30:00,Pôle Fa - ELICA,4,3,1,312,78,"75,00%"
10/06/2026,12:30:00,SFG SERVICES - PLANIFICATION,1,1,0,60,60,"100,00%"
10/06/2026,12:45:00,SFG SERVICES - PLANIFICATION,1,1,0,54,54,"100,00%"
10/06/2026,13:00:00,,1,1,0,264,264,"100,00%"
10/06/2026,13:15:00,,1,1,0,166,166,"100,00%"
10/06/2026,13:45:00,SFG SERVICES - PLANIFICATION,3,3,0,363,121,"100,00%"
10/06/2026,14:00:00,,1,1,0,519,519,"100,00%"
10/06/2026,14:00:00,MOBALPA,1,1,0,248,248,"100,00%"
10/06/2026,14:00:00,Pôle FA - CHANGHONG,1,1,0,32,32,"100,00%"
10/06/2026,14:15:00,,1,1,0,285,285,"100,00%"
10/06/2026,14:30:00,,1,1,0,386,386,"100,00%"
10/06/2026,14:30:00,SFG SERVICES - PLANIFICATION,5,5,0,200,40,"100,00%"
10/06/2026,14:45:00,,1,1,0,73,73,"100,00%"
10/06/2026,14:45:00,ELECTRO DEPOT,1,1,0,15,15,"100,00%"
10/06/2026,15:00:00,,1,1,0,169,169,"100,00%"
10/06/2026,15:00:00,MRH MACIF,1,1,0,55,55,"100,00%"
10/06/2026,15:15:00,SFG SERVICES - PLANIFICATION,1,1,0,31,31,"100,00%"
10/06/2026,15:30:00,,1,1,0,63,63,"100,00%"
10/06/2026,15:30:00,SFG SERVICES - PLANIFICATION,1,1,0,133,133,"100,00%"
10/06/2026,15:45:00,,1,1,0,343,343,"100,00%"
10/06/2026,15:45:00,Pôle Fa - ELICA,2,2,0,121,61,"100,00%"
10/06/2026,15:45:00,Pôle FA - MIDEA,1,1,0,14,14,"100,00%"
10/06/2026,15:45:00,SFG SERVICES - PLANIFICATION,1,1,0,79,79,"100,00%"
10/06/2026,16:15:00,Pôle Fa - ELICA,1,1,0,513,513,"100,00%"
10/06/2026,16:30:00,,1,1,0,137,137,"100,00%"
10/06/2026,16:45:00,Pôle Fa - ELICA,2,2,0,109,55,"100,00%"
10/06/2026,16:45:00,Pôle FA - MIDEA,1,1,0,555,555,"100,00%"
10/06/2026,17:00:00,,1,1,0,12,12,"100,00%"
10/06/2026,17:00:00,Pôle FA - MIDEA,1,1,0,724,724,"100,00%"
10/06/2026,17:45:00,Pôle FA - MIDEA,1,1,0,34,34,"100,00%"
10/06/2026,18:00:00,Pôle Fa - ELICA,2,2,0,116,58,"100,00%"
10/06/2026,18:15:00,,1,1,0,17,17,"100,00%"
Total pour 10/06/2026,,,95,94,1,12381,130,"98,95%"
