Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
16/04/2026,09:00:00,Pôle Fa - ELICA,4,3,1,199,50,"75,00%"
16/04/2026,09:00:00,Pôle FA - MIDEA,2,2,0,252,126,"100,00%"
16/04/2026,09:15:00,Pôle Fa - ELICA,4,4,0,546,137,"100,00%"
16/04/2026,09:15:00,Pôle FA - MIDEA,4,4,0,223,56,"100,00%"
16/04/2026,09:30:00,Pôle Fa - ELICA,5,5,0,578,116,"100,00%"
16/04/2026,09:30:00,Pôle FA - MIDEA,5,5,0,718,144,"100,00%"
16/04/2026,09:45:00,Pôle Fa - ELICA,4,4,0,234,59,"100,00%"
16/04/2026,09:45:00,Pôle FA - MIDEA,2,2,0,117,59,"100,00%"
16/04/2026,10:00:00,,2,2,0,1022,511,"100,00%"
16/04/2026,10:00:00,Pôle FA - MIDEA,2,2,0,112,56,"100,00%"
16/04/2026,10:15:00,Pôle FA - ROBLIN,1,1,0,382,382,"100,00%"
16/04/2026,10:30:00,Pôle FA - MIDEA,1,1,0,86,86,"100,00%"
16/04/2026,10:30:00,Pôle FA - ROBLIN,1,1,0,662,662,"100,00%"
16/04/2026,11:15:00,Pôle FA - MIDEA,1,1,0,78,78,"100,00%"
16/04/2026,11:30:00,,1,1,0,866,866,"100,00%"
16/04/2026,11:30:00,Pôle FA - MIDEA,2,2,0,481,241,"100,00%"
16/04/2026,12:45:00,Pôle FA - MIDEA,1,0,1,8,8,"0,00%"
16/04/2026,13:00:00,Pôle FA - MIDEA,3,1,2,59,20,"33,33%"
16/04/2026,14:30:00,Pôle Fa - ELICA,2,2,0,170,85,"100,00%"
16/04/2026,14:30:00,Pôle FA - MIDEA,1,1,0,19,19,"100,00%"
16/04/2026,15:00:00,,1,1,0,94,94,"100,00%"
16/04/2026,15:00:00,Pôle Fa - ELICA,1,1,0,85,85,"100,00%"
16/04/2026,15:00:00,Pôle FA - ROBLIN,1,0,1,0,0,"0,00%"
16/04/2026,15:15:00,,2,2,0,136,68,"100,00%"
16/04/2026,15:30:00,,1,1,0,712,712,"100,00%"
16/04/2026,15:45:00,Pôle FA - MIDEA,1,1,0,46,46,"100,00%"
16/04/2026,16:00:00,Pôle FA - ROBLIN,2,2,0,62,31,"100,00%"
16/04/2026,16:30:00,Pôle Fa - ELICA,1,1,0,149,149,"100,00%"
16/04/2026,16:45:00,Pôle FA - MIDEA,1,1,0,54,54,"100,00%"
16/04/2026,17:15:00,,1,1,0,100,100,"100,00%"
16/04/2026,17:30:00,Pôle FA - ROBLIN,1,1,0,206,206,"100,00%"
16/04/2026,17:45:00,,1,1,0,43,43,"100,00%"
16/04/2026,18:00:00,,2,2,0,112,56,"100,00%"
16/04/2026,18:15:00,,1,1,0,235,235,"100,00%"
Total pour 16/04/2026,,,65,60,5,8846,136,"92,31%"
