Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
15/04/2026,09:00:00,Pôle Fa - ELICA,3,3,0,221,74,"100,00%"
15/04/2026,09:00:00,Pôle FA - MIDEA,4,4,0,337,84,"100,00%"
15/04/2026,09:15:00,,1,1,0,933,933,"100,00%"
15/04/2026,09:15:00,Pôle Fa - ELICA,5,5,0,404,81,"100,00%"
15/04/2026,09:15:00,Pôle FA - MIDEA,4,4,0,506,127,"100,00%"
15/04/2026,09:30:00,Pôle Fa - ELICA,3,3,0,444,148,"100,00%"
15/04/2026,09:30:00,Pôle FA - MIDEA,3,3,0,370,123,"100,00%"
15/04/2026,09:45:00,Pôle Fa - ELICA,3,3,0,736,245,"100,00%"
15/04/2026,09:45:00,Pôle FA - MIDEA,2,2,0,92,46,"100,00%"
15/04/2026,10:00:00,,2,2,0,429,215,"100,00%"
15/04/2026,10:00:00,Pôle Fa - ELICA,1,1,0,69,69,"100,00%"
15/04/2026,10:00:00,Pôle FA - ROBLIN,1,1,0,531,531,"100,00%"
15/04/2026,10:15:00,,1,1,0,581,581,"100,00%"
15/04/2026,10:15:00,Pôle FA - MIDEA,1,1,0,303,303,"100,00%"
15/04/2026,10:15:00,Pôle FA - ROBLIN,1,1,0,526,526,"100,00%"
15/04/2026,10:30:00,,1,1,0,543,543,"100,00%"
15/04/2026,11:00:00,,4,4,0,367,92,"100,00%"
15/04/2026,11:15:00,,1,1,0,1159,1159,"100,00%"
15/04/2026,11:45:00,Pôle FA - ROBLIN,1,1,0,417,417,"100,00%"
15/04/2026,12:00:00,,1,1,0,334,334,"100,00%"
15/04/2026,12:30:00,Pôle Fa - ELICA,2,2,0,341,171,"100,00%"
15/04/2026,12:45:00,,1,1,0,251,251,"100,00%"
15/04/2026,12:45:00,Pôle Fa - ELICA,3,3,0,718,239,"100,00%"
15/04/2026,12:45:00,Pôle FA - MIDEA,1,1,0,46,46,"100,00%"
15/04/2026,13:00:00,Pôle FA - MIDEA,1,1,0,322,322,"100,00%"
15/04/2026,13:30:00,Pôle FA - MIDEA,3,3,0,288,96,"100,00%"
15/04/2026,15:00:00,,1,1,0,729,729,"100,00%"
15/04/2026,15:15:00,Pôle Fa - ELICA,1,1,0,193,193,"100,00%"
15/04/2026,15:30:00,,2,2,0,132,66,"100,00%"
15/04/2026,16:00:00,Pôle FA - MIDEA,1,1,0,182,182,"100,00%"
15/04/2026,16:15:00,,1,1,0,70,70,"100,00%"
15/04/2026,16:15:00,Pôle FA - MIDEA,2,2,0,123,62,"100,00%"
15/04/2026,16:15:00,Pôle FA - ROBLIN,1,1,0,51,51,"100,00%"
15/04/2026,16:45:00,Pôle FA - MIDEA,1,1,0,226,226,"100,00%"
15/04/2026,17:45:00,,1,1,0,872,872,"100,00%"
15/04/2026,17:45:00,Pôle Fa - ELICA,1,1,0,70,70,"100,00%"
15/04/2026,17:45:00,Pôle FA - MIDEA,1,1,0,211,211,"100,00%"
15/04/2026,18:00:00,,1,1,0,539,539,"100,00%"
15/04/2026,18:00:00,Pôle FA - ROBLIN,1,1,0,112,112,"100,00%"
15/04/2026,18:45:00,,2,2,0,103,52,"100,00%"
Total pour 15/04/2026,,,71,71,0,14881,210,"100,00%"
