Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
12/06/2026,12:15:00,ELECTRO DEPOT,1,1,0,242,242,"100,00%"
12/06/2026,12:15:00,MOBALPA,2,2,0,605,303,"100,00%"
12/06/2026,12:15:00,Pôle Fa - ELICA,1,1,0,245,245,"100,00%"
12/06/2026,12:15:00,Pôle FA - MIDEA,1,1,0,264,264,"100,00%"
12/06/2026,12:15:00,SYSTEME U,2,2,0,1145,573,"100,00%"
12/06/2026,12:30:00,MOBALPA,2,2,0,1160,580,"100,00%"
12/06/2026,12:30:00,Pôle FA - MIDEA,2,2,0,800,400,"100,00%"
12/06/2026,12:30:00,Pôle FA - SALM AIRFORCE,2,2,0,967,484,"100,00%"
12/06/2026,12:30:00,SYSTEME U,3,2,1,1155,385,"66,67%"
12/06/2026,12:45:00,MOBALPA,2,2,0,1170,585,"100,00%"
12/06/2026,12:45:00,Pôle FA - CHANGHONG,1,1,0,570,570,"100,00%"
12/06/2026,12:45:00,Pôle Fa - ELICA,1,1,0,1203,1203,"100,00%"
12/06/2026,12:45:00,Pôle FA - MIDEA,1,1,0,689,689,"100,00%"
12/06/2026,12:45:00,SFG SERVICES - PLANIFICATION,1,1,0,153,153,"100,00%"
12/06/2026,13:00:00,ELECTRO DEPOT,2,1,1,1277,639,"50,00%"
12/06/2026,13:00:00,MOBALPA,1,1,0,568,568,"100,00%"
12/06/2026,13:00:00,Pôle FA - CHANGHONG,1,1,0,501,501,"100,00%"
12/06/2026,13:00:00,Pôle Fa - ELICA,1,1,0,652,652,"100,00%"
12/06/2026,13:00:00,Pôle FA - MIDEA,5,4,1,3226,645,"80,00%"
12/06/2026,13:00:00,SYSTEME U,2,2,0,1644,822,"100,00%"
12/06/2026,13:15:00,MOBALPA,3,3,0,1260,420,"100,00%"
12/06/2026,13:15:00,Pôle Fa - ELICA,1,1,0,722,722,"100,00%"
12/06/2026,13:15:00,Pôle FA - ROBLIN,1,1,0,791,791,"100,00%"
12/06/2026,13:15:00,Pôle FA - SALM AIRFORCE,1,1,0,111,111,"100,00%"
12/06/2026,13:15:00,SFG SERVICES - PLANIFICATION,1,1,0,106,106,"100,00%"
12/06/2026,13:15:00,SYSTEME U,2,2,0,424,212,"100,00%"
12/06/2026,13:30:00,ELECTRO DEPOT,2,2,0,1080,540,"100,00%"
12/06/2026,13:30:00,Pôle FA - SALM AIRFORCE,1,1,0,828,828,"100,00%"
12/06/2026,13:30:00,SYSTEME U,4,4,0,1384,346,"100,00%"
12/06/2026,13:45:00,ELECTRO DEPOT,1,1,0,169,169,"100,00%"
12/06/2026,13:45:00,MOBALPA,2,2,0,985,493,"100,00%"
12/06/2026,13:45:00,Pôle Fa - ELICA,1,1,0,455,455,"100,00%"
12/06/2026,13:45:00,Pôle FA - MIDEA,3,3,0,1041,347,"100,00%"
12/06/2026,13:45:00,SYSTEME U,2,2,0,697,349,"100,00%"
12/06/2026,14:00:00,MOBALPA,7,7,0,3312,473,"100,00%"
12/06/2026,14:00:00,Pôle Fa - ELICA,2,2,0,474,237,"100,00%"
12/06/2026,14:00:00,Pôle FA - MIDEA,1,1,0,304,304,"100,00%"
12/06/2026,14:00:00,Pôle FA - SALM AIRFORCE,3,3,0,993,331,"100,00%"
12/06/2026,14:00:00,SFG SERVICES - PLANIFICATION,2,2,0,400,200,"100,00%"
12/06/2026,14:00:00,SYSTEME U,1,1,0,470,470,"100,00%"
12/06/2026,14:15:00,ELECTRO DEPOT,1,1,0,480,480,"100,00%"
12/06/2026,14:15:00,MOBALPA,1,1,0,436,436,"100,00%"
12/06/2026,14:15:00,Pôle Fa - ELICA,3,3,0,419,140,"100,00%"
12/06/2026,14:15:00,Pôle FA - MIDEA,2,2,0,410,205,"100,00%"
12/06/2026,14:15:00,Pôle FA - SALM AIRFORCE,2,2,0,834,417,"100,00%"
12/06/2026,14:15:00,SFG SERVICES - PLANIFICATION,2,2,0,385,193,"100,00%"
12/06/2026,14:15:00,SYSTEME U,4,4,0,1625,406,"100,00%"
12/06/2026,14:30:00,MOBALPA,4,3,1,1845,461,"75,00%"
12/06/2026,14:30:00,Pôle Fa - ELICA,3,3,0,988,329,"100,00%"
12/06/2026,14:30:00,Pôle FA - MIDEA,1,1,0,173,173,"100,00%"
12/06/2026,14:30:00,Pôle FA - SALM AIRFORCE,1,1,0,131,131,"100,00%"
12/06/2026,14:30:00,SFG SERVICES - PLANIFICATION,2,2,0,269,135,"100,00%"
12/06/2026,14:30:00,SYSTEME U,3,3,0,318,106,"100,00%"
12/06/2026,14:45:00,MOBALPA,4,4,0,2096,524,"100,00%"
12/06/2026,14:45:00,Pôle FA - CHANGHONG,1,1,0,135,135,"100,00%"
12/06/2026,14:45:00,Pôle FA - MIDEA,2,2,0,2063,1032,"100,00%"
12/06/2026,14:45:00,SYSTEME U,5,5,0,529,106,"100,00%"
12/06/2026,15:00:00,MOBALPA,2,2,0,1331,666,"100,00%"
12/06/2026,15:00:00,MRH MACIF,1,1,0,154,154,"100,00%"
12/06/2026,15:00:00,Pôle Fa - ELICA,1,1,0,601,601,"100,00%"
12/06/2026,15:00:00,Pôle FA - MIDEA,2,2,0,1617,809,"100,00%"
12/06/2026,15:00:00,Pôle FA - SALM AIRFORCE,2,2,0,839,420,"100,00%"
12/06/2026,15:00:00,SFG SERVICES - PLANIFICATION,5,5,0,1589,318,"100,00%"
12/06/2026,15:00:00,SYSTEME U,5,5,0,1793,359,"100,00%"
12/06/2026,15:15:00,ELECTRO DEPOT,1,1,0,462,462,"100,00%"
12/06/2026,15:15:00,MOBALPA,2,2,0,670,335,"100,00%"
12/06/2026,15:15:00,MRH MACIF,1,1,0,245,245,"100,00%"
12/06/2026,15:15:00,Pôle FA - MIDEA,4,4,0,3637,909,"100,00%"
12/06/2026,15:15:00,Pôle FA - ROBLIN,2,2,0,1732,866,"100,00%"
12/06/2026,15:15:00,Pôle FA - SALM AIRFORCE,2,2,0,606,303,"100,00%"
12/06/2026,15:15:00,SFG SERVICES - PLANIFICATION,2,2,0,490,245,"100,00%"
12/06/2026,15:15:00,SYSTEME U,2,2,0,591,296,"100,00%"
12/06/2026,15:30:00,ELECTRO DEPOT,1,1,0,90,90,"100,00%"
12/06/2026,15:30:00,MOBALPA,1,1,0,329,329,"100,00%"
12/06/2026,15:30:00,Pôle Fa - ELICA,3,3,0,1738,579,"100,00%"
12/06/2026,15:30:00,Pôle FA - ROBLIN,2,2,0,520,260,"100,00%"
12/06/2026,15:30:00,Pôle FA - SALM AIRFORCE,2,1,1,458,229,"50,00%"
12/06/2026,15:30:00,SFG SERVICES - PLANIFICATION,4,4,0,1028,257,"100,00%"
12/06/2026,15:30:00,SYSTEME U,1,1,0,282,282,"100,00%"
12/06/2026,15:45:00,ELECTRO DEPOT,1,1,0,418,418,"100,00%"
12/06/2026,15:45:00,MOBALPA,3,3,0,2272,757,"100,00%"
12/06/2026,15:45:00,Pôle Fa - ELICA,3,3,0,1082,361,"100,00%"
12/06/2026,15:45:00,Pôle FA - MIDEA,3,3,0,704,235,"100,00%"
12/06/2026,15:45:00,SYSTEME U,2,2,0,1894,947,"100,00%"
12/06/2026,16:00:00,ELECTRO DEPOT,2,1,1,197,99,"50,00%"
12/06/2026,16:00:00,MOBALPA,5,3,2,1778,356,"60,00%"
12/06/2026,16:00:00,Pôle Fa - ELICA,4,4,0,1881,470,"100,00%"
12/06/2026,16:00:00,Pôle FA - MIDEA,3,3,0,1949,650,"100,00%"
12/06/2026,16:00:00,Pôle FA - SALM AIRFORCE,1,1,0,296,296,"100,00%"
12/06/2026,16:00:00,SFG SERVICES - PLANIFICATION,1,1,0,140,140,"100,00%"
12/06/2026,16:00:00,SYSTEME U,4,3,1,1388,347,"75,00%"
12/06/2026,16:15:00,MOBALPA,4,4,0,981,245,"100,00%"
12/06/2026,16:15:00,MRH MACIF,1,1,0,107,107,"100,00%"
12/06/2026,16:15:00,Pôle Fa - ELICA,1,1,0,410,410,"100,00%"
12/06/2026,16:15:00,Pôle FA - MIDEA,1,1,0,727,727,"100,00%"
12/06/2026,16:15:00,SFG SERVICES - PLANIFICATION,1,1,0,138,138,"100,00%"
12/06/2026,16:15:00,SYSTEME U,6,6,0,1891,315,"100,00%"
12/06/2026,16:30:00,ELECTRO DEPOT,1,1,0,140,140,"100,00%"
12/06/2026,16:30:00,MOBALPA,1,1,0,1088,1088,"100,00%"
12/06/2026,16:30:00,MRH MACIF,1,1,0,103,103,"100,00%"
12/06/2026,16:30:00,Pôle Fa - ELICA,3,3,0,602,201,"100,00%"
12/06/2026,16:30:00,Pôle FA - MIDEA,2,2,0,989,495,"100,00%"
12/06/2026,16:30:00,SFG SERVICES - PLANIFICATION,2,2,0,408,204,"100,00%"
12/06/2026,16:30:00,SYSTEME U,2,2,0,597,299,"100,00%"
12/06/2026,16:45:00,ELECTRO DEPOT,1,1,0,858,858,"100,00%"
12/06/2026,16:45:00,MOBALPA,1,1,0,835,835,"100,00%"
12/06/2026,16:45:00,MRH MACIF,1,1,0,242,242,"100,00%"
12/06/2026,16:45:00,Pôle Fa - ELICA,2,2,0,1197,599,"100,00%"
12/06/2026,16:45:00,Pôle FA - MIDEA,3,3,0,1436,479,"100,00%"
12/06/2026,16:45:00,SFG SERVICES - PLANIFICATION,2,2,0,297,149,"100,00%"
12/06/2026,16:45:00,SYSTEME U,5,5,0,1435,287,"100,00%"
12/06/2026,17:00:00,ELECTRO DEPOT,4,3,1,1538,385,"75,00%"
12/06/2026,17:00:00,MOBALPA,5,4,1,2250,450,"80,00%"
12/06/2026,17:00:00,Pôle Fa - ELICA,3,3,0,2504,835,"100,00%"
12/06/2026,17:00:00,Pôle FA - MIDEA,3,3,0,2999,1000,"100,00%"
12/06/2026,17:00:00,Pôle FA - SALM AIRFORCE,1,1,0,481,481,"100,00%"
12/06/2026,17:00:00,SYSTEME U,3,3,0,812,271,"100,00%"
12/06/2026,17:15:00,ELECTRO DEPOT,2,2,0,784,392,"100,00%"
12/06/2026,17:15:00,SFG SERVICES - PLANIFICATION,2,2,0,211,106,"100,00%"
12/06/2026,17:15:00,SYSTEME U,5,5,0,1683,337,"100,00%"
12/06/2026,17:30:00,ELECTRO DEPOT,3,3,0,518,173,"100,00%"
12/06/2026,17:30:00,MOBALPA,6,6,0,2534,422,"100,00%"
12/06/2026,17:30:00,Pôle Fa - ELICA,2,2,0,1078,539,"100,00%"
12/06/2026,17:30:00,Pôle FA - MIDEA,2,2,0,789,395,"100,00%"
12/06/2026,17:30:00,Pôle FA - SALM AIRFORCE,2,2,0,1494,747,"100,00%"
12/06/2026,17:30:00,SFG SERVICES - PLANIFICATION,1,1,0,185,185,"100,00%"
12/06/2026,17:30:00,SYSTEME U,4,4,0,1152,288,"100,00%"
12/06/2026,17:45:00,ELECTRO DEPOT,2,2,0,468,234,"100,00%"
12/06/2026,17:45:00,MOBALPA,5,5,0,2238,448,"100,00%"
12/06/2026,17:45:00,Pôle Fa - ELICA,2,2,0,178,89,"100,00%"
12/06/2026,17:45:00,Pôle FA - MIDEA,2,2,0,1084,542,"100,00%"
12/06/2026,17:45:00,SYSTEME U,3,3,0,685,228,"100,00%"
12/06/2026,18:00:00,Pôle Fa - ELICA,3,3,0,2095,698,"100,00%"
12/06/2026,18:00:00,Pôle FA - MIDEA,3,3,0,1509,503,"100,00%"
12/06/2026,18:15:00,Pôle FA - MIDEA,2,2,0,351,176,"100,00%"
Total pour 12/06/2026,,,505,487,18,200746,398,"96,44%"
